# SESSION
# session_id,1758159078
# config,default.json

timestamp,fps,latency_ms,num_boxes,num_keypoints
1758159078593,153.7893702605191,0.8016999927349389,0,0
1758159078600,3142.6776327682796,0.13580000086221844,0,0
1758159078607,3341.1293645840215,0.12740000966005027,0,0
1758159078614,3196.930994333127,0.13070000568404794,0,0
1758159078620,2307.869857045651,0.22420000459533185,0,0
1758159078627,2644.802977842987,0.1441999920643866,0,0
1758159078635,3053.4352001197212,0.1357000001007691,0,0
1758159078643,2393.489656333089,0.2310999989276752,0,0
1758159078650,3188.7754960597536,0.13169999874662608,0,0
1758159078657,3273.3224445312426,0.13000000035390258,0,0
1758159078663,3008.4235948711766,0.13610000314656645,0,0
1758159078670,3208.213010159123,0.13010000111535192,0,0
1758159078676,2894.3560316678318,0.1500000071246177,0,0
1758159078683,3361.3445919016804,0.1306999911321327,0,0
1758159078689,3262.642681692409,0.13159999798517674,0,0
1758159078696,3040.4378093885825,0.1444000081392005,0,0
1758159078703,2795.638783957842,0.1436000020476058,0,0
1758159078710,3300.329945986942,0.1297999988310039,0,0
1758159078717,2913.752841577263,0.16959999629762024,0,0
1758159078723,2303.0861198893476,0.20569999469444156,0,0
1758159078731,2856.3268593865137,0.15929999062791467,0,0
1758159078737,2897.7107377867223,0.14010000450070947,0,0
1758159078744,2110.5951928678537,0.2688000095076859,0,0
1758159078751,3273.3224445312426,0.12870000500697643,0,0
1758159078758,3208.213010159123,0.12840000272262841,0,0
1758159078765,3288.3921140770667,0.12650000280700624,0,0
1758159078772,3361.3445919016804,0.12849998893216252,0,0
1758159078779,2931.6916504129035,0.15579999308101833,0,0
1758159078786,3017.5015869667527,0.14089999604038894,0,0
1758159078792,3207.1840693585905,0.13630000466946512,0,0
1758159078799,2857.959406270216,0.1429999974789098,0,0
1758159078805,2530.3643916693673,0.16369999502785504,0,0
1758159078812,3040.4378093885825,0.13580000086221844,0,0
1758159078818,3347.8407571244343,0.12519999290816486,0,0
1758159078824,3160.5563217540744,0.13389998639468104,0,0
1758159078830,3161.555556802848,0.14259999443311244,0,0
1758159078836,3102.6992576581993,0.1446999958716333,0,0
1758159078843,3011.1412520816775,0.14029999147169292,0,0
1758159078849,3216.4683655446775,0.13000000035390258,0,0
1758159078856,3260.5152410557794,0.12749999586958438,0,0
1758159078862,3335.557058336629,0.12599999899975955,0,0
1758159078868,3309.0669817174103,0.12660000356845558,0,0
1758159078875,3258.3904185522556,0.12959999730810523,0,0
1758159078881,2987.750206355026,0.14760000340174884,0,0
1758159078888,3044.139910125426,0.14400000509340316,0,0
1758159078894,3356.8311710134835,0.12789999891538173,0,0
1758159078900,3318.9511057112813,0.12789999891538173,0,0
1758159078907,3278.6885878630346,0.13089999265503138,0,0
1758159078913,3297.0654999290396,0.13420000323094428,0,0
1758159078920,2961.208082815175,0.1472000003559515,0,0
1758159078926,3282.99403003628,0.12870000500697643,0,0
1758159078932,3175.6113380724178,0.13199998647905886,0,0
1758159078939,3307.972183939673,0.12509999214671552,0,0
1758159078945,3313.45263023699,0.12399999832268804,0,0
1758159078952,3235.1990041989175,0.13089999265503138,0,0
1758159078958,3401.360571219103,0.1289000065298751,0,0
1758159078964,3253.090458805227,0.13259999104775488,0,0
1758159078970,3252.0323812516444,0.13190000026952475,0,0
1758159078976,3361.3445919016804,0.1311999949393794,0,0
1758159078983,3272.2513230052828,0.12889999197795987,0,0
1758159078989,3066.544054663438,0.15300000086426735,0,0
1758159078996,2947.2443842601197,0.14279999595601112,0,0
1758159079002,3269.0421603091113,0.12620000052265823,0,0
1758159079009,3318.9511057112813,0.12630000128410757,0,0
1758159079015,3277.613952134262,0.12919999426230788,0,0
1758159079021,3165.5586774994827,0.13380000018514693,0,0
1758159079027,3414.1346417371997,0.12509999214671552,0,0
1758159079034,3416.4673456665496,0.12309999146964401,0,0
1758159079040,3238.342032406852,0.13929999840911478,0,0
1758159079046,2930.8324141785642,0.16759999562054873,0,0
1758159079053,3354.5790027920543,0.12469998910091817,0,0
1758159079060,3252.0325351485544,0.12989999959245324,0,0
1758159079067,3374.9578058796124,0.12430000060703605,0,0
1758159079073,2540.0050791617537,0.21090000518597662,0,0
1758159079080,3318.9512660069863,0.12620000052265823,0,0
1758159079086,3335.5568964328877,0.13250000483822078,0,0
1758159079092,2733.734236443159,0.1478000049246475,0,0
1758159079099,2917.1528123846815,0.13220000255387276,0,0
1758159079106,2927.400499936676,0.1387999946018681,0,0
1758159079112,3167.564114783773,0.13100000796839595,0,0
1758159079119,3327.7869828204593,0.12579999747686088,0,0
1758159079125,3261.578691856827,0.12989999959245324,0,0
1758159079132,2960.331587921979,0.14519999967887998,0,0
1758159079138,3248.8628886686297,0.12740000966005027,0,0
1758159079145,3249.9187507504735,0.13770000077784061,0,0
1758159079151,3015.681608300876,0.13849999231752008,0,0
1758159079157,3333.3333366964425,0.12799999967683107,0,0
1758159079163,3379.5199695644174,0.1260999997612089,0,0
1758159079171,1536.806499291838,0.27409999165683985,0,0
1758159079179,3204.1012031836663,0.1326000055996701,0,0
1758159079185,3288.391956719609,0.1289999927394092,0,0
1758159079192,3067.4845826033197,0.14820000797044486,0,0
1758159079198,3260.5152410557794,0.12889999197795987,0,0
1758159079205,2427.184415888077,0.16310000501107424,0,0
1758159079212,3092.14591818107,0.14609999198000878,0,0
1758159079219,2899.3910699087664,0.13830000534653664,0,0
1758159079225,3347.8407571244343,0.1281000004382804,0,0
1758159079231,3205.128315994477,0.13139999646227807,0,0
1758159079238,3255.2082181938345,0.13580000086221844,0,0
1758159079244,3119.151483389779,0.13929999840911478,0,0
1758159079250,3403.6760147286386,0.12369999603834003,0,0
1758159079256,3051.571630683129,0.1416000013705343,0,0
1758159079263,2615.062751937642,0.15570000687148422,0,0
1758159079269,3419.972639811482,0.12789999891538173,0,0
1758159079275,3333.3333366964425,0.1320000010309741,0,0
1758159079281,3302.5098370079804,0.12450000212993473,0,0
1758159079287,3257.3290454953076,0.13299999409355223,0,0
1758159079293,3244.6462921914053,0.12719999358523637,0,0
1758159079300,2993.115856722565,0.14579998969566077,0,0
1758159079306,3178.6395983153266,0.13309999485500157,0,0
1758159079314,1853.9117413667675,0.19920000340789557,0,0
1758159079320,3368.137361058987,0.12460000289138407,0,0
1758159079327,3399.0482758552466,0.1235999952768907,0,0
1758159079333,3323.3631712554366,0.12399999832268804,0,0
1758159079339,2431.315322805738,0.19239999528508633,0,0
1758159079346,3305.785237295564,0.12709999282378703,0,0
1758159079352,2651.113531560875,0.20139999105595052,0,0
1758159079359,3327.787143970795,0.1328999933321029,0,0
1758159079365,3359.086201153018,0.12510000669863075,0,0
1758159079371,3250.975299353854,0.12849998893216252,0,0
1758159079377,3385.2404234085247,0.1255999959539622,0,0
1758159079384,3382.949986159435,0.12329999299254268,0,0
1758159079390,3237.293678005352,0.13389998639468104,0,0
1758159079396,3306.878269477021,0.12769999739248306,0,0
1758159079403,2672.3677380225913,0.16900000628083944,0,0
1758159079409,3415.3005105147777,0.12499999138526618,0,0
1758159079416,3110.42001518016,0.13809998927172273,0,0
1758159079423,2801.120470415732,0.16650000179652125,0,0
1758159079430,3071.2531570751917,0.1370999962091446,0,0
1758159079436,3213.367633332509,0.13399998715613037,0,0
1758159079442,3293.8076632705965,0.1283999881707132,0,0
1758159079449,3323.363331977605,0.13000000035390258,0,0
1758159079455,3368.137361058987,0.12909999350085855,0,0
1758159079461,2966.4787394406885,0.14259999443311244,0,0
1758159079467,3134.7962495106976,0.13159999798517674,0,0
1758159079473,3023.8887151195718,0.1497999910498038,0,0
1758159079479,3344.4815311378857,0.12510000669863075,0,0
1758159079486,3367.0034644338443,0.12430000060703605,0,0
1758159079492,3362.4748441711995,0.12509999214671552,0,0
1758159079498,3338.8982094244616,0.12620000052265823,0,0
1758159079504,3231.0177781618586,0.1328000071225688,0,0
1758159079511,3201.024407158499,0.12820000119972974,0,0
1758159079518,3280.839974761402,0.13479999324772507,0,0
1758159079524,3019.323631031449,0.1382000045850873,0,0
1758159079532,3335.557058336629,0.12409999908413738,0,0
1758159079538,3222.687816951439,0.13479999324772507,0,0
1758159079544,3317.8499191605893,0.12900000729132444,0,0
1758159079551,3162.555423883679,0.13559999933931977,0,0
1758159079557,3030.3030734483236,0.13699999544769526,0,0
1758159079563,3326.6799261754145,0.12480000441428274,0,0
1758159079570,3147.6235094821964,0.13860000763088465,0,0
1758159079576,3228.9312154415506,0.13519999629352242,0,0
1758159079582,3361.3445919016804,0.12840000272262841,0,0
1758159079589,3081.663988172634,0.14840000949334353,0,0
1758159079595,3353.454051571363,0.12910000805277377,0,0
1758159079602,2853.8813553747236,0.148899998748675,0,0
1758159079608,2846.5699042034116,0.15190000704023987,0,0
1758159079614,3351.2064111134496,0.1281000004382804,0,0
1758159079621,2715.1777671080417,0.1475000026402995,0,0
1758159079628,3209.2426113888164,0.13070000568404794,0,0
1758159079635,2894.3560316678318,0.14899999951012433,0,0
1758159079642,3190.810467200986,0.12829998740926385,0,0
1758159079648,3213.367633332509,0.12969999806955457,0,0
1758159079654,3266.9062132161243,0.12900000729132444,0,0
1758159079660,3331.1125780656685,0.1269999920623377,0,0
1758159079667,3281.9167273195476,0.12830000196117908,0,0
1758159079673,3359.086365348981,0.12530000822152942,0,0
1758159079679,3152.585122786143,0.14039999223314226,0,0
1758159079686,3271.180902251115,0.1269999920623377,0,0
1758159079692,3324.4680211267873,0.12480000441428274,0,0
1758159079698,3224.7661644746504,0.13159999798517674,0,0
1758159079705,2414.8755758917678,0.16590001177974045,0,0
1758159079711,3332.2225873751345,0.12680000509135425,0,0
1758159079717,3309.0668223750476,0.12850000348407775,0,0
1758159079723,3316.749623170549,0.13240000407677144,0,0
1758159079729,3390.97994125349,0.12379999679978937,0,0
1758159079736,2174.8585931114944,0.2536000101827085,0,0
1758159079743,3261.57853705508,0.12700000661425292,0,0
1758159079749,3297.0654999290396,0.13470000703819096,0,0
1758159079755,2903.600438551792,0.15190000704023987,0,0
1758159079762,3052.5031309716824,0.1508999994257465,0,0
1758159079768,3294.8929458978964,0.12519999290816486,0,0
1758159079774,3176.619969997539,0.1303000026382506,0,0
1758159079780,3252.0325351485544,0.12700000661425292,0,0
1758159079787,3234.152683477674,0.12879999121651053,0,0
1758159079793,3343.363340928937,0.1252000074600801,0,0
1758159079799,2558.199071320505,0.19339998834766448,0,0
1758159079806,3223.7267313484153,0.13229998876340687,0,0
1758159079812,3264.7730554973837,0.13250000483822078,0,0
1758159079819,3306.878269477021,0.12460000289138407,0,0
1758159079825,3317.850079349944,0.12539999443106353,0,0
1758159079831,3318.9512660069863,0.13169999874662608,0,0
1758159079838,2560.819430298302,0.20729999232571572,0,0
1758159079846,1869.1588812378757,0.3578000032575801,0,0
1758159079853,3363.6058567911386,0.12379999679978937,0,0
1758159079859,2762.431003459095,0.13939999917056412,0,0
1758159079865,3304.692609598859,0.12689999130088836,0,0
1758159079872,3385.2402566457276,0.1260999997612089,0,0
1758159079878,3325.5737667916865,0.1306999911321327,0,0
1758159079884,2629.5030242002217,0.2089000045089051,0,0
1758159079890,3340.0132520603547,0.1238000113517046,0,0
1758159079896,3401.360571219103,0.12379999679978937,0,0
1758159079903,3480.6821548747193,0.1218999968841672,0,0
1758159079909,3423.4849636525955,0.12680000509135425,0,0
1758159079915,3192.848037303454,0.13270000636111945,0,0
1758159079921,3313.45263023699,0.13099999341648072,0,0
1758159079927,3403.6760147286386,0.12829998740926385,0,0
1758159079934,3270.1111815812537,0.12549999519251287,0,0
1758159079940,3314.550899339236,0.13129999570082873,0,0
1758159079946,3280.839974761402,0.13159999798517674,0,0
1758159079953,3371.544134128426,0.1238000113517046,0,0
1758159079959,2969.1211099551,0.1537000061944127,0,0
1758159079966,3351.2064111134496,0.1314000110141933,0,0
1758159079972,3367.0034644338443,0.126499988255091,0,0
1758159079979,3134.7962495106976,0.13130001025274396,0,0
1758159079985,3399.0482758552466,0.12399999832268804,0,0
1758159079991,3343.363340928937,0.1269000058528036,0,0
1758159079997,3367.0034644338443,0.12460000289138407,0,0
1758159080003,3395.5857215521423,0.12369999603834003,0,0
1758159080009,3287.3109517990533,0.12650000280700624,0,0
1758159080015,3271.180902251115,0.1297999988310039,0,0
1758159080021,3407.154927915466,0.12450000212993473,0,0
1758159080027,3403.6760147286386,0.1247000036528334,0,0
1758159080033,3395.5857215521423,0.12460000289138407,0,0
1758159080040,2776.2353709623285,0.182400006451644,0,0
1758159080046,3363.6058567911386,0.1244999875780195,0,0
1758159080052,3345.6006324362834,0.13019998732488602,0,0
1758159080058,3191.8289270709843,0.13920001219958067,0,0
1758159080064,3469.812489137819,0.12260000221431255,0,0
1758159080071,3137.7471313617884,0.13309999485500157,0,0
